id,user_id,recommended_items,chosen_item,rating,time_stamp
524,329,hw_VVktz9VY qdA_fv9UjWg LjReaV59mMM L6zsicHcrmI Nb0Ii5SgljQ UqEE7T_ygUk 3roITeXVWuE 4bfi4PvTeIg ZIvB8ii7LW8,qdA_fv9UjWg,,2024-09-18 16:10:29
525,329,hw_VVktz9VY qdA_fv9UjWg LjReaV59mMM L6zsicHcrmI Nb0Ii5SgljQ UqEE7T_ygUk 3roITeXVWuE 4bfi4PvTeIg ZIvB8ii7LW8,,,2024-09-18 16:10:42
526,329,hw_VVktz9VY c8EO32b6bzA LjReaV59mMM L6zsicHcrmI Nb0Ii5SgljQ UqEE7T_ygUk 3roITeXVWuE 4bfi4PvTeIg ZIvB8ii7LW8,c8EO32b6bzA,,2024-09-18 16:10:55
527,329,hw_VVktz9VY c8EO32b6bzA LjReaV59mMM L6zsicHcrmI Nb0Ii5SgljQ UqEE7T_ygUk 3roITeXVWuE 4bfi4PvTeIg ZIvB8ii7LW8,,,2024-09-18 16:10:57
528,329,pVm0dcc5Vt8 LjReaV59mMM Nb0Ii5SgljQ L6zsicHcrmI rUU5gm4uNVc UqEE7T_ygUk 4bfi4PvTeIg 3roITeXVWuE ZIvB8ii7LW8,rUU5gm4uNVc,,2024-09-18 16:11:29
529,329,pVm0dcc5Vt8 LjReaV59mMM Nb0Ii5SgljQ L6zsicHcrmI rUU5gm4uNVc UqEE7T_ygUk 4bfi4PvTeIg 3roITeXVWuE ZIvB8ii7LW8,,,2024-09-18 16:11:35
530,329,pVm0dcc5Vt8 LjReaV59mMM Nb0Ii5SgljQ L6zsicHcrmI 2LWZ34jzUJ8 UqEE7T_ygUk 4bfi4PvTeIg ZIvB8ii7LW8 HrVOOvk2iUs,,,2024-09-18 16:11:54
531,329,hw_VVktz9VY FLV_72wTNAA E4hPk0xfeIk 3cv_m5RKQVQ 1fCdxEFQZBA L660Cn_Art4 3roITeXVWuE f9DMcyKTTeY HVY9DuD9kWQ,1fCdxEFQZBA,,2024-09-18 16:12:08
532,329,hw_VVktz9VY FLV_72wTNAA E4hPk0xfeIk 3cv_m5RKQVQ 1fCdxEFQZBA L660Cn_Art4 3roITeXVWuE f9DMcyKTTeY HVY9DuD9kWQ,,,2024-09-18 16:12:25
533,329,hw_VVktz9VY FLV_72wTNAA E4hPk0xfeIk 3cv_m5RKQVQ L660Cn_Art4 3roITeXVWuE f9DMcyKTTeY ynBENQJBQbE BRLaDbWCfQA,FLV_72wTNAA,,2024-09-18 16:12:37
534,329,hw_VVktz9VY FLV_72wTNAA E4hPk0xfeIk 3cv_m5RKQVQ L660Cn_Art4 3roITeXVWuE f9DMcyKTTeY ynBENQJBQbE BRLaDbWCfQA,,,2024-09-18 16:12:39
535,329,hw_VVktz9VY hUdB232fIXM E4hPk0xfeIk 3cv_m5RKQVQ L660Cn_Art4 3roITeXVWuE f9DMcyKTTeY 0sgk1sNUJR8 ynBENQJBQbE,hUdB232fIXM,,2024-09-18 16:13:16
536,329,hw_VVktz9VY hUdB232fIXM E4hPk0xfeIk 3cv_m5RKQVQ L660Cn_Art4 3roITeXVWuE f9DMcyKTTeY 0sgk1sNUJR8 ynBENQJBQbE,,,2024-09-18 16:13:18
537,329,AWrcWh5_9Wg T7aSI-E1fCE E4hPk0xfeIk L660Cn_Art4 3cv_m5RKQVQ 3roITeXVWuE f9DMcyKTTeY 0sgk1sNUJR8 ynBENQJBQbE,T7aSI-E1fCE,,2024-09-18 16:13:44
538,329,AWrcWh5_9Wg T7aSI-E1fCE E4hPk0xfeIk L660Cn_Art4 3cv_m5RKQVQ 3roITeXVWuE f9DMcyKTTeY 0sgk1sNUJR8 ynBENQJBQbE,,,2024-09-18 16:13:55
539,329,AWrcWh5_9Wg E4hPk0xfeIk ZtyMdRzvi0w Vp3VDiiAuWc o3D21v3AtQ8 f9DMcyKTTeY 0sgk1sNUJR8 3roITeXVWuE ynBENQJBQbE,,,2024-09-18 16:14:31
540,329,3zHp4Rg-GmM L660Cn_Art4 jNJlny-nl0E 3cv_m5RKQVQ A6wwr5yCpnw Ei-a_Rbe8TU WTfSTrVHTRA HVY9DuD9kWQ UBFfqSkK0ug,jNJlny-nl0E,,2024-09-18 16:14:39
541,329,3zHp4Rg-GmM L660Cn_Art4 jNJlny-nl0E 3cv_m5RKQVQ A6wwr5yCpnw Ei-a_Rbe8TU WTfSTrVHTRA HVY9DuD9kWQ UBFfqSkK0ug,,,2024-09-18 16:14:43
542,329,3zHp4Rg-GmM L660Cn_Art4 3_UuRqCyg5E 3cv_m5RKQVQ A6wwr5yCpnw Ei-a_Rbe8TU Qy5U0a0tM34 HVY9DuD9kWQ BRLaDbWCfQA,L660Cn_Art4,,2024-09-18 16:14:59
543,329,3zHp4Rg-GmM L660Cn_Art4 3_UuRqCyg5E 3cv_m5RKQVQ A6wwr5yCpnw Ei-a_Rbe8TU Qy5U0a0tM34 HVY9DuD9kWQ BRLaDbWCfQA,3_UuRqCyg5E,,2024-09-18 16:15:08
544,329,3zHp4Rg-GmM 3_UuRqCyg5E 3cv_m5RKQVQ A6wwr5yCpnw kyPaI1HuDyo Ei-a_Rbe8TU Qy5U0a0tM34 HVY9DuD9kWQ BRLaDbWCfQA,3zHp4Rg-GmM,,2024-09-18 16:15:21
545,329,3zHp4Rg-GmM lf7EtembxwI 3cv_m5RKQVQ -8hlTmMQekM A6wwr5yCpnw Qy5U0a0tM34 Ei-a_Rbe8TU HVY9DuD9kWQ LuWdeuPMHps,,,2024-09-18 16:15:38
546,329,hw_VVktz9VY lf7EtembxwI -8hlTmMQekM 3cv_m5RKQVQ A6wwr5yCpnw Qy5U0a0tM34 Ei-a_Rbe8TU HVY9DuD9kWQ LuWdeuPMHps,hw_VVktz9VY,,2024-09-18 16:15:55
547,329,hw_VVktz9VY lf7EtembxwI -8hlTmMQekM 3cv_m5RKQVQ A6wwr5yCpnw Qy5U0a0tM34 Ei-a_Rbe8TU HVY9DuD9kWQ LuWdeuPMHps,,,2024-09-18 16:16:00
548,329,BiNIqPJ5As8 lf7EtembxwI 3cv_m5RKQVQ -8hlTmMQekM A6wwr5yCpnw Ei-a_Rbe8TU Qy5U0a0tM34 HVY9DuD9kWQ BRLaDbWCfQA,BiNIqPJ5As8,,2024-09-18 16:16:13
549,329,BiNIqPJ5As8 lf7EtembxwI 3cv_m5RKQVQ -8hlTmMQekM A6wwr5yCpnw Ei-a_Rbe8TU Qy5U0a0tM34 HVY9DuD9kWQ BRLaDbWCfQA,,,2024-09-18 16:16:16
550,329,GCoMQExKt28 lf7EtembxwI 4aUg9MN-vUU -8hlTmMQekM Ei-a_Rbe8TU A6wwr5yCpnw Qy5U0a0tM34 HVY9DuD9kWQ bVlDnoRSHac,,,2024-09-18 16:16:34
551,329,1QvnHZgnDds Mw5o6ohpdm4 3cv_m5RKQVQ kyPaI1HuDyo rsg0ed8KG-8 WTfSTrVHTRA hqbmKtal_ac yJixyi_cCUQ LuWdeuPMHps,Mw5o6ohpdm4,,2024-09-18 16:16:41
552,329,1QvnHZgnDds Mw5o6ohpdm4 3cv_m5RKQVQ kyPaI1HuDyo rsg0ed8KG-8 WTfSTrVHTRA hqbmKtal_ac yJixyi_cCUQ LuWdeuPMHps,,,2024-09-18 16:16:47
553,329,1QvnHZgnDds CQazFnw1t3E 3cv_m5RKQVQ kyPaI1HuDyo rsg0ed8KG-8 WTfSTrVHTRA hqbmKtal_ac yJixyi_cCUQ LuWdeuPMHps,1QvnHZgnDds,,2024-09-18 16:19:09
554,329,1QvnHZgnDds CQazFnw1t3E 3cv_m5RKQVQ kyPaI1HuDyo rsg0ed8KG-8 WTfSTrVHTRA hqbmKtal_ac yJixyi_cCUQ LuWdeuPMHps,,,2024-09-18 16:19:15
555,329,1QvnHZgnDds CQazFnw1t3E 3cv_m5RKQVQ kyPaI1HuDyo rsg0ed8KG-8 WTfSTrVHTRA hqbmKtal_ac yJixyi_cCUQ LuWdeuPMHps,hqbmKtal_ac,,2024-09-18 16:20:37
556,329,1QvnHZgnDds CQazFnw1t3E 3cv_m5RKQVQ kyPaI1HuDyo rsg0ed8KG-8 WTfSTrVHTRA hqbmKtal_ac yJixyi_cCUQ LuWdeuPMHps,,,2024-09-18 16:20:48
557,329,1QvnHZgnDds CQazFnw1t3E 3cv_m5RKQVQ kyPaI1HuDyo rsg0ed8KG-8 WTfSTrVHTRA yJixyi_cCUQ LuWdeuPMHps mhe0gMV4kiw,,,2024-09-18 16:21:01
558,329,uZ4pRAzRfek 290Vg8YpEfg N9BDRJQvvAg Dtkku3vsMSg PyI7saDTric H84bX7imbJs BRLaDbWCfQA EoXsuVYhbJU WNSHdJSjSII,290Vg8YpEfg,,2024-09-18 16:21:05
559,329,uZ4pRAzRfek 290Vg8YpEfg N9BDRJQvvAg Dtkku3vsMSg PyI7saDTric H84bX7imbJs BRLaDbWCfQA EoXsuVYhbJU WNSHdJSjSII,,,2024-09-18 16:21:09
560,329,uZ4pRAzRfek nXUr0YxHZx8 N9BDRJQvvAg Dtkku3vsMSg PyI7saDTric H84bX7imbJs UBFfqSkK0ug EoXsuVYhbJU WNSHdJSjSII,nXUr0YxHZx8,,2024-09-18 16:21:30
561,329,uZ4pRAzRfek nXUr0YxHZx8 N9BDRJQvvAg Dtkku3vsMSg PyI7saDTric H84bX7imbJs UBFfqSkK0ug EoXsuVYhbJU WNSHdJSjSII,uZ4pRAzRfek,,2024-09-18 16:21:33
562,329,uZ4pRAzRfek F0X5xY_2c-c f1tfPgCvKDc qoq-9tTOLEI PyI7saDTric H84bX7imbJs Oi4PNPfJVNA WNSHdJSjSII UBFfqSkK0ug,F0X5xY_2c-c,,2024-09-18 16:21:49
563,329,wRqjtu9giOc F0X5xY_2c-c eSXR2XgCUp8 qoq-9tTOLEI PyI7saDTric H84bX7imbJs Oi4PNPfJVNA WNSHdJSjSII UBFfqSkK0ug,,,2024-09-18 16:22:04
564,329,C0uqYAAYiDE Wagpv0mfbnk Dtkku3vsMSg WS7cITsc7Cc PyI7saDTric Oi4PNPfJVNA BRLaDbWCfQA H84bX7imbJs WNSHdJSjSII,C0uqYAAYiDE,,2024-09-18 16:22:24
565,329,C0uqYAAYiDE Wagpv0mfbnk Dtkku3vsMSg WS7cITsc7Cc PyI7saDTric Oi4PNPfJVNA BRLaDbWCfQA H84bX7imbJs WNSHdJSjSII,,,2024-09-18 16:22:29
566,329,wRqjtu9giOc Wagpv0mfbnk WS7cITsc7Cc qoq-9tTOLEI Oi4PNPfJVNA PyI7saDTric UBFfqSkK0ug H84bX7imbJs ZdV_t8_NVZQ,wRqjtu9giOc,,2024-09-18 16:22:39
567,329,wRqjtu9giOc Wagpv0mfbnk WS7cITsc7Cc qoq-9tTOLEI Oi4PNPfJVNA PyI7saDTric UBFfqSkK0ug H84bX7imbJs ZdV_t8_NVZQ,,,2024-09-18 16:22:48
568,330,4aR1P9rS64w QElGjlIPwMA ml4NSzCQobk GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU 1tOx_Vh5diE 68UgJkTQw6E VXIqvzkTBXk,ml4NSzCQobk,,2024-09-19 08:04:41
569,330,4aR1P9rS64w QElGjlIPwMA ml4NSzCQobk GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU 1tOx_Vh5diE 68UgJkTQw6E VXIqvzkTBXk,1tOx_Vh5diE,,2024-09-19 08:04:50
570,330,4aR1P9rS64w QElGjlIPwMA GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU 1tOx_Vh5diE VXIqvzkTBXk 68UgJkTQw6E hw_VVktz9VY,QElGjlIPwMA,,2024-09-19 08:04:54
571,330,4aR1P9rS64w QElGjlIPwMA GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU VXIqvzkTBXk 68UgJkTQw6E hw_VVktz9VY BiNIqPJ5As8,VXIqvzkTBXk,,2024-09-19 08:05:03
572,330,4aR1P9rS64w GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU VXIqvzkTBXk 68UgJkTQw6E hw_VVktz9VY K83UrpTbKik BiNIqPJ5As8,Hzh7zjOXzCU,,2024-09-19 08:05:10
573,330,4aR1P9rS64w GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU 68UgJkTQw6E hw_VVktz9VY BiNIqPJ5As8 K83UrpTbKik kziSDTpAaOA,BiNIqPJ5As8,,2024-09-19 08:05:17
574,330,4aR1P9rS64w GDVgPRxAzi0 mw0LGzIKvoo 68UgJkTQw6E hw_VVktz9VY BiNIqPJ5As8 kziSDTpAaOA K83UrpTbKik 3zHp4Rg-GmM,mw0LGzIKvoo,,2024-09-19 08:05:22
575,330,4aR1P9rS64w GDVgPRxAzi0 mw0LGzIKvoo 68UgJkTQw6E hw_VVktz9VY kziSDTpAaOA K83UrpTbKik 3zHp4Rg-GmM pVm0dcc5Vt8,3zHp4Rg-GmM,,2024-09-19 08:05:31
576,330,4aR1P9rS64w GDVgPRxAzi0 68UgJkTQw6E hw_VVktz9VY kziSDTpAaOA K83UrpTbKik pVm0dcc5Vt8 3zHp4Rg-GmM rUU5gm4uNVc,K83UrpTbKik,,2024-09-19 08:07:57
577,330,4aR1P9rS64w GDVgPRxAzi0 68UgJkTQw6E hw_VVktz9VY kziSDTpAaOA K83UrpTbKik pVm0dcc5Vt8 FLV_72wTNAA rUU5gm4uNVc,,,2024-09-19 08:08:07
578,330,4aR1P9rS64w GDVgPRxAzi0 68UgJkTQw6E hw_VVktz9VY kziSDTpAaOA pVm0dcc5Vt8 rUU5gm4uNVc AWrcWh5_9Wg FLV_72wTNAA,FLV_72wTNAA,,2024-09-19 08:08:14
579,330,4aR1P9rS64w GDVgPRxAzi0 68UgJkTQw6E hw_VVktz9VY kziSDTpAaOA pVm0dcc5Vt8 rUU5gm4uNVc AWrcWh5_9Wg FLV_72wTNAA,,,2024-09-19 08:08:17
580,330,fPjOWekzeGI ZIvB8ii7LW8 PyI7saDTric WTfSTrVHTRA Qy5U0a0tM34 vmdox-V2u_I ImUYiPiLdPk L6zsicHcrmI 4aUg9MN-vUU,fPjOWekzeGI,,2024-09-19 08:08:20
581,330,fPjOWekzeGI ZIvB8ii7LW8 PyI7saDTric WTfSTrVHTRA Qy5U0a0tM34 vmdox-V2u_I ImUYiPiLdPk L6zsicHcrmI 4aUg9MN-vUU,,,2024-09-19 08:08:24
582,330,ImUYiPiLdPk L6zsicHcrmI 4aUg9MN-vUU 3cv_m5RKQVQ N9BDRJQvvAg eSXR2XgCUp8 f1tfPgCvKDc p09qG_Twyp0 plm_kcnbs_U,3cv_m5RKQVQ,,2024-09-19 08:08:35
583,330,ImUYiPiLdPk L6zsicHcrmI 4aUg9MN-vUU 3cv_m5RKQVQ N9BDRJQvvAg eSXR2XgCUp8 f1tfPgCvKDc p09qG_Twyp0 plm_kcnbs_U,N9BDRJQvvAg,,2024-09-19 08:08:40
584,330,ghUSEHe7Wug HrVOOvk2iUs 3roITeXVWuE Ei-a_Rbe8TU 0sgk1sNUJR8 HVY9DuD9kWQ yJixyi_cCUQ EoXsuVYhbJU 4e9yzFO4d60,,,2024-09-19 08:08:44
585,330,ghUSEHe7Wug 7l-oLsHZuiI rwTHR0umNpg EPp6qMegX4E HrVOOvk2iUs 3roITeXVWuE UqEE7T_ygUk Ei-a_Rbe8TU 1fCdxEFQZBA,,,2024-09-19 08:08:54
586,330,yJixyi_cCUQ 0sgk1sNUJR8 HVY9DuD9kWQ hqbmKtal_ac EoXsuVYhbJU 4e9yzFO4d60 Nb0Ii5SgljQ f9DMcyKTTeY TgIbNIElE20,hqbmKtal_ac,,2024-09-19 08:09:08
587,330,yJixyi_cCUQ 0sgk1sNUJR8 HVY9DuD9kWQ hqbmKtal_ac EoXsuVYhbJU 4e9yzFO4d60 Nb0Ii5SgljQ f9DMcyKTTeY TgIbNIElE20,TgIbNIElE20,,2024-09-19 08:09:20
588,330,4aR1P9rS64w GDVgPRxAzi0 hw_VVktz9VY 68UgJkTQw6E kziSDTpAaOA LjReaV59mMM rUU5gm4uNVc pVm0dcc5Vt8 AWrcWh5_9Wg,rUU5gm4uNVc,,2024-09-19 08:09:30
589,330,GDVgPRxAzi0 4aR1P9rS64w hw_VVktz9VY kziSDTpAaOA 68UgJkTQw6E AWrcWh5_9Wg pVm0dcc5Vt8 rUU5gm4uNVc hUdB232fIXM,,,2024-09-19 08:09:35
590,330,4aR1P9rS64w GDVgPRxAzi0 hw_VVktz9VY kziSDTpAaOA 68UgJkTQw6E AWrcWh5_9Wg pVm0dcc5Vt8 uZ4pRAzRfek hUdB232fIXM,hUdB232fIXM,,2024-09-19 08:09:39
591,330,4aR1P9rS64w GDVgPRxAzi0 hw_VVktz9VY kziSDTpAaOA 68UgJkTQw6E AWrcWh5_9Wg pVm0dcc5Vt8 uZ4pRAzRfek hUdB232fIXM,4aR1P9rS64w,,2024-09-19 08:09:46
592,330,4aR1P9rS64w GDVgPRxAzi0 hw_VVktz9VY kziSDTpAaOA 68UgJkTQw6E AWrcWh5_9Wg pVm0dcc5Vt8 uZ4pRAzRfek 290Vg8YpEfg,,,2024-09-19 08:09:53
593,330,GDVgPRxAzi0 68UgJkTQw6E hw_VVktz9VY kziSDTpAaOA uZ4pRAzRfek AWrcWh5_9Wg pVm0dcc5Vt8 T7aSI-E1fCE C0uqYAAYiDE,GDVgPRxAzi0,,2024-09-19 08:09:58
594,330,GDVgPRxAzi0 68UgJkTQw6E hw_VVktz9VY kziSDTpAaOA uZ4pRAzRfek AWrcWh5_9Wg pVm0dcc5Vt8 T7aSI-E1fCE C0uqYAAYiDE,C0uqYAAYiDE,,2024-09-19 08:10:06
595,330,kziSDTpAaOA hw_VVktz9VY 68UgJkTQw6E AWrcWh5_9Wg uZ4pRAzRfek pVm0dcc5Vt8 290Vg8YpEfg C0uqYAAYiDE T7aSI-E1fCE,,,2024-09-19 08:10:12
596,330,kziSDTpAaOA hw_VVktz9VY 68UgJkTQw6E uZ4pRAzRfek AWrcWh5_9Wg LjReaV59mMM pVm0dcc5Vt8 T7aSI-E1fCE 290Vg8YpEfg,290Vg8YpEfg,,2024-09-19 08:10:16
597,330,kziSDTpAaOA hw_VVktz9VY 68UgJkTQw6E uZ4pRAzRfek AWrcWh5_9Wg LjReaV59mMM pVm0dcc5Vt8 T7aSI-E1fCE 290Vg8YpEfg,pVm0dcc5Vt8,,2024-09-19 08:10:19
598,330,kziSDTpAaOA hw_VVktz9VY 68UgJkTQw6E LjReaV59mMM 0sgk1sNUJR8 ynBENQJBQbE uZ4pRAzRfek L660Cn_Art4 f9DMcyKTTeY,,,2024-09-19 08:10:30
599,330,0sgk1sNUJR8 ynBENQJBQbE f9DMcyKTTeY kziSDTpAaOA LjReaV59mMM UBFfqSkK0ug EoXsuVYhbJU Hzt7XFjYK7g XHhaEW28Xo4,,,2024-09-19 08:10:37
600,330,hw_VVktz9VY 68UgJkTQw6E L660Cn_Art4 oIDQLwew6z0 Nb0Ii5SgljQ H84bX7imbJs mhe0gMV4kiw 8nfhxp37q58 Vp3VDiiAuWc,68UgJkTQw6E,,2024-09-19 08:10:54
601,330,hw_VVktz9VY 68UgJkTQw6E L660Cn_Art4 oIDQLwew6z0 Nb0Ii5SgljQ H84bX7imbJs mhe0gMV4kiw 8nfhxp37q58 Vp3VDiiAuWc,,,2024-09-19 08:10:58
602,330,oIDQLwew6z0 Nb0Ii5SgljQ mhe0gMV4kiw 8nfhxp37q58 4e9yzFO4d60 E4hPk0xfeIk H84bX7imbJs WNSHdJSjSII HVY9DuD9kWQ,,,2024-09-19 08:11:02
603,330,giYrbENnNZ0 hGSMk6Hlb0g q85kvavAxRY 9P9OZH3W-R8 LuWdeuPMHps 1kmjUPEd1wg rsg0ed8KG-8 4bfi4PvTeIg Oi4PNPfJVNA,,,2024-09-19 08:11:17
604,330,zTIG8ILxTxI P8P_S1Fjl_Q RjEjpX0_Sos d_WiT610Bg4 BRLaDbWCfQA gWZeID_u1Hk L660Cn_Art4 kScclvB8qUw 6KuSBd24w6I,kScclvB8qUw,,2024-09-19 08:11:28
605,330,zTIG8ILxTxI P8P_S1Fjl_Q RjEjpX0_Sos d_WiT610Bg4 BRLaDbWCfQA gWZeID_u1Hk L660Cn_Art4 kScclvB8qUw 6KuSBd24w6I,BRLaDbWCfQA,,2024-09-19 08:11:35
606,330,hw_VVktz9VY uZ4pRAzRfek T7aSI-E1fCE AWrcWh5_9Wg jNJlny-nl0E c8EO32b6bzA IP-uxLc_cLA wRqjtu9giOc 1QvnHZgnDds,T7aSI-E1fCE,,2024-09-19 08:11:47
607,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg T7aSI-E1fCE jNJlny-nl0E c8EO32b6bzA 1QvnHZgnDds wRqjtu9giOc IP-uxLc_cLA,c8EO32b6bzA,,2024-09-19 08:11:56
608,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg jNJlny-nl0E 1QvnHZgnDds c8EO32b6bzA IP-uxLc_cLA wRqjtu9giOc GCoMQExKt28,,,2024-09-19 08:12:03
609,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg jNJlny-nl0E wRqjtu9giOc IP-uxLc_cLA 1QvnHZgnDds Vp3VDiiAuWc L660Cn_Art4,jNJlny-nl0E,,2024-09-19 08:12:10
610,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg jNJlny-nl0E wRqjtu9giOc IP-uxLc_cLA 1QvnHZgnDds Vp3VDiiAuWc L660Cn_Art4,,,2024-09-19 08:12:16
611,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg wRqjtu9giOc L660Cn_Art4 Vp3VDiiAuWc 1QvnHZgnDds IP-uxLc_cLA GCoMQExKt28,wRqjtu9giOc,,2024-09-19 08:12:30
612,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg wRqjtu9giOc L660Cn_Art4 Vp3VDiiAuWc 1QvnHZgnDds IP-uxLc_cLA GCoMQExKt28,,,2024-09-19 08:12:40
613,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg L660Cn_Art4 Vp3VDiiAuWc 1QvnHZgnDds IP-uxLc_cLA ImUYiPiLdPk ZIvB8ii7LW8,ImUYiPiLdPk,,2024-09-19 08:12:59
614,330,hw_VVktz9VY uZ4pRAzRfek AWrcWh5_9Wg L660Cn_Art4 Vp3VDiiAuWc 1QvnHZgnDds IP-uxLc_cLA ImUYiPiLdPk ZIvB8ii7LW8,,,2024-09-19 08:13:04
615,331,4aR1P9rS64w QElGjlIPwMA ml4NSzCQobk mw0LGzIKvoo GDVgPRxAzi0 68UgJkTQw6E Hzh7zjOXzCU rUU5gm4uNVc 1tOx_Vh5diE,1tOx_Vh5diE,,2024-09-19 08:25:13
616,331,4aR1P9rS64w QElGjlIPwMA ml4NSzCQobk mw0LGzIKvoo GDVgPRxAzi0 68UgJkTQw6E Hzh7zjOXzCU rUU5gm4uNVc 1tOx_Vh5diE,ml4NSzCQobk,,2024-09-19 08:25:19
617,331,4aR1P9rS64w QElGjlIPwMA ml4NSzCQobk mw0LGzIKvoo GDVgPRxAzi0 Hzh7zjOXzCU 68UgJkTQw6E rUU5gm4uNVc VXIqvzkTBXk,VXIqvzkTBXk,,2024-09-19 08:25:23
618,331,4aR1P9rS64w QElGjlIPwMA GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU 68UgJkTQw6E rUU5gm4uNVc VXIqvzkTBXk K83UrpTbKik,4aR1P9rS64w,,2024-09-19 08:25:26
619,331,4aR1P9rS64w QElGjlIPwMA GDVgPRxAzi0 mw0LGzIKvoo Hzh7zjOXzCU 68UgJkTQw6E rUU5gm4uNVc BiNIqPJ5As8 K83UrpTbKik,68UgJkTQw6E,,2024-09-19 08:25:29
620,331,QElGjlIPwMA mw0LGzIKvoo GDVgPRxAzi0 Hzh7zjOXzCU 68UgJkTQw6E rUU5gm4uNVc BiNIqPJ5As8 K83UrpTbKik hUdB232fIXM,rUU5gm4uNVc,,2024-09-19 08:25:32
621,331,QElGjlIPwMA mw0LGzIKvoo GDVgPRxAzi0 Hzh7zjOXzCU rUU5gm4uNVc BiNIqPJ5As8 K83UrpTbKik hUdB232fIXM T7aSI-E1fCE,mw0LGzIKvoo,,2024-09-19 08:25:34
